"","X","title","year","length","budget","rating","votes","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"51533",51533,"Thelma & Louise",1991,129,16500000,7.3,18075,1,0,0,1,0,0,0
"51575",51575,"There's Something About Mary",1998,134,23000000,7.2,46343,0,0,1,0,0,1,0
"51590",51590,"They",2002,89,17000000,4.4,2660,0,0,0,0,0,0,0
"51618",51618,"They Live",1988,93,4000000,6.5,5131,1,0,0,0,0,0,0
"51683",51683,"Thin Red Line, The",1998,170,52000000,7.2,25637,1,0,0,1,0,0,0
"51685",51685,"Thing Called Love, The",1993,116,14000000,6,1217,0,0,1,1,0,1,0
"51689",51689,"Thing, The",1982,109,10000000,7.8,17071,1,0,0,0,0,0,0
"51698",51698,"Things to Do in Denver When You're Dead",1995,115,8000000,6.6,5703,0,0,0,1,0,1,0
"51705",51705,"Thir13en Ghosts",2001,87,20000000,5.1,8292,0,0,1,0,0,0,0
"51724",51724,"Thirteen",2003,100,1500000,7.1,8652,0,0,0,1,0,0,0
"51725",51725,"Thirteen Conversations About One Thing",2001,104,3000000,7.2,2883,0,0,0,1,0,0,0
"51726",51726,"Thirteen Days",2000,145,80000000,7.4,10926,0,0,0,1,0,0,0
"51730",51730,"Thirteenth Floor, The",1999,100,16000000,6.4,7712,0,0,0,0,0,0,0
"51774",51774,"This Island Earth",1955,87,800000,5.4,1294,0,0,0,0,0,0,0
"51807",51807,"Thomas Crown Affair, The",1968,102,4300000,6.7,2766,0,0,0,1,0,1,0
"51808",51808,"Thomas Crown Affair, The",1999,113,48000000,6.7,17220,0,0,1,0,0,1,0
"51828",51828,"Those Magnificent Men in Their Flying Machines, or How I Flew from London to Paris in 25 hours 11 minutes",1965,138,5600000,6.7,1064,1,0,1,0,0,0,0
"51882",51882,"Three Fugitives",1989,92,15000000,5.5,1664,1,0,1,0,0,0,0
"51894",51894,"Three Kings",1999,114,48000000,7.3,31503,1,0,1,1,0,0,0
"51970",51970,"Three to Tango",1999,98,20000000,6,5719,0,0,1,0,0,1,0
"52041",52041,"Thunderball",1965,130,9000000,6.8,8226,1,0,0,0,0,0,0
"52045",52045,"Thunderbirds",2004,95,57000000,4.4,1419,1,0,1,0,0,0,0
"52049",52049,"Thunderbolt and Lightfoot",1974,114,4000000,6.8,1983,1,0,1,0,0,0,0
"52168",52168,"Tigger Movie, The",2000,77,20000000,6.1,1376,0,1,1,0,0,0,0
"52213",52213,"Time Bandits",1981,110,5000000,6.9,9434,0,0,1,0,0,0,0
"52224",52224,"Time Machine, The",1960,89,750000,7.3,4269,0,0,0,0,0,0,0
"52225",52225,"Time Machine, The",2002,96,80000000,5.5,12424,1,0,0,0,0,0,0
"52254",52254,"Time to Kill, A",1996,149,40000000,6.9,15577,0,0,0,1,0,0,0
"52264",52264,"Timecode",2000,97,4000000,6.2,2320,0,0,1,1,0,0,0
"52271",52271,"Timeline",2003,116,80000000,5.2,5803,0,0,0,0,0,0,0
"52289",52289,"Tin Cup",1996,135,45000000,6.2,7521,0,0,1,1,0,1,0
"52291",52291,"Tin Men",1987,110,11000000,6.4,2065,0,0,1,1,0,0,0
"52345",52345,"Titan A.E.",2000,94,75000000,6.4,9373,1,1,0,0,0,0,0
"52348",52348,"Titanic",1997,194,200000000,6.9,90195,0,0,0,1,0,1,0
"52383",52383,"To Catch a Thief",1955,106,2500000,7.4,6053,0,0,0,0,0,1,0
"52387",52387,"To Die For",1995,110,20000000,6.7,7737,0,0,1,1,0,0,0
"52407",52407,"To Kill a Mockingbird",1962,129,2000000,8.5,30139,0,0,0,1,0,0,0
"52419",52419,"To Sir, with Love",1967,105,640000,7.4,1999,0,0,0,1,0,0,0
"52556",52556,"Tom Jones",1963,128,1000000,7.2,1392,0,0,1,0,0,1,0
"52590",52590,"Tomcats",2001,95,11000000,4.7,3717,0,0,1,0,0,0,0
"52596",52596,"Tommy",1975,111,5000000,6.1,2916,0,0,0,1,0,0,0
"52609",52609,"Tomorrow Never Dies",1997,119,110000000,6.4,19397,1,0,0,0,0,0,0
"52699",52699,"Top Gun",1986,110,15000000,6.5,32410,1,0,0,1,0,1,0
"52700",52700,"Top Hat",1935,101,609000,7.8,2240,0,0,1,0,0,1,0
"52717",52717,"Topaz",1969,143,4000000,6.1,1918,0,0,0,1,0,0,0
"52728",52728,"Topo, El",1970,125,400000,7.3,1008,0,0,0,0,0,0,0
"52736",52736,"Tora! Tora! Tora!",1970,144,25000000,7.4,3663,1,0,0,1,0,0,0
"52760",52760,"Torn Curtain",1966,126,6000000,6.5,2477,0,0,0,0,0,0,0
"52773",52773,"Torque",2004,81,40000000,3.2,4050,1,0,0,0,0,0,0
"52808",52808,"Total Recall",1990,113,65000000,7.2,26486,1,0,0,0,0,0,0
"52838",52838,"Touch of Evil",1958,106,829000,8.4,11745,0,0,0,0,0,0,0
"52907",52907,"Towering Inferno, The",1974,165,14000000,6.4,5386,1,0,0,1,0,0,0
"52909",52909,"Town & Country",2001,104,90000000,4.5,1434,0,0,1,0,0,0,0
"52930",52930,"Toy Story",1995,81,30000000,7.9,46019,0,1,1,0,0,0,0
"52931",52931,"Toy Story 2",1999,92,90000000,8.1,40941,0,1,1,0,0,0,0
"52974",52974,"Traffic",2000,147,48000000,7.8,41268,0,0,0,1,0,0,0
"53022",53022,"Train, The",1964,133,6700000,7.7,1616,1,0,0,0,0,0,0
"53024",53024,"Training Day",2001,120,45000000,7.3,22776,0,0,0,1,0,0,0
"53027",53027,"Trainspotting",1996,94,3500000,8,51887,0,0,0,1,0,0,0
"53080",53080,"Trapped",2002,106,30000000,6,3718,0,0,0,0,0,0,0
"53152",53152,"Treasure Planet",2002,95,140000000,6.6,3724,0,1,0,1,0,0,0
"53166",53166,"Treasure of the Sierra Madre, The",1948,126,3800000,8.4,10470,1,0,0,1,0,0,0
"53185",53185,"Trees Lounge",1996,95,1300000,7.1,3155,0,0,1,1,0,0,0
"53191",53191,"Trekkies",1997,86,375000,6.9,1526,0,0,0,0,1,0,0
"53201",53201,"Tremors",1990,96,10000000,6.9,9657,0,0,1,0,0,0,0
"53283",53283,"Trigger Effect, The",1996,94,8000000,5.4,1591,1,0,0,1,0,0,0
"53325",53325,"Triplettes de Belleville, Les",2003,78,8000000,7.7,6618,0,1,1,0,0,0,0
"53379",53379,"Tromeo and Juliet",1996,108,350000,5.8,1030,0,0,1,1,0,0,0
"53380",53380,"Tron",1982,96,17000000,6.4,9084,1,0,0,0,0,0,0
"53418",53418,"Trouble in Paradise",1932,83,519706,8.1,1304,0,0,1,0,0,1,0
"53429",53429,"Trouble with Harry, The",1955,99,1200000,7.3,3674,0,0,1,0,0,0,0
"53437",53437,"Troy",2004,162,185000000,7.1,33979,1,0,0,1,0,1,0
"53465",53465,"True Lies",1994,141,100000000,7,31011,1,0,1,0,0,1,0
"53469",53469,"True Romance",1993,121,12500000,7.7,25896,1,0,0,1,0,1,0
"53482",53482,"Truman Show, The",1998,103,60000000,7.7,62434,0,0,1,1,0,0,0
"53550",53550,"Tuck Everlasting",2002,96,15000000,6.5,2055,0,0,0,1,0,1,0
"53551",53551,"Tucker: The Man and His Dream",1988,110,25000000,6.8,2944,0,0,0,1,0,0,0
"53594",53594,"Tumbleweeds",1999,102,312000,6.9,1146,0,0,1,1,0,0,0
"53690",53690,"Tuxedo, The",2002,98,60000000,5.1,6070,1,0,1,0,0,0,0
"53713",53713,"Twelve Monkeys",1995,129,29000000,7.9,62301,0,0,0,1,0,0,0
"53740",53740,"Twilight Zone: The Movie",1983,120,10000000,6,4458,0,0,0,0,0,0,0
"53753",53753,"Twin Falls Idaho",1999,111,500000,7.1,1547,0,0,0,1,0,0,0
"53755",53755,"Twin Peaks: Fire Walk with Me",1992,135,10000000,6.5,6927,0,0,0,1,0,0,0
"53758",53758,"Twin Town",1997,99,3300000,6.1,1172,0,0,1,1,0,0,0
"53763",53763,"Twins",1988,105,15000000,5.9,13213,0,0,1,0,0,0,0
"53783",53783,"Twister",1996,113,92000000,5.9,28315,1,0,0,1,0,0,0
"53813",53813,"Two Girls and a Guy",1997,84,1000000,5.6,2014,0,0,1,1,0,0,0
"53862",53862,"Two Weeks Notice",2002,101,60000000,5.8,15010,0,0,1,0,0,1,0
"53871",53871,"Two for the Road",1967,111,4000000,7.3,1251,0,0,1,1,0,1,0
"53919",53919,"U Turn",1997,125,19000000,6.5,10306,0,0,0,1,0,0,0
"53925",53925,"U-571",2000,116,62000000,6.5,15792,1,0,0,1,0,0,0
"53929",53929,"U.S. Marshals",1998,131,60000000,6.1,10315,1,0,0,1,0,0,0
"53940",53940,"UHF",1989,97,5000000,6.6,6384,0,0,1,0,0,0,0
"53988",53988,"Ulee's Gold",1997,113,2700000,7.1,2368,0,0,0,1,0,0,0
"54029",54029,"Ultimo tango a Parigi",1972,250,1250000,6.9,4007,0,0,0,1,0,1,0
"54171",54171,"Unbreakable",2000,106,75000000,7.1,35842,0,0,0,1,0,0,0
"54234",54234,"Under Siege",1992,98,12000000,6.1,9413,1,0,0,1,0,0,0
"54235",54235,"Under Siege 2: Dark Territory",1995,99,60000000,4.9,5551,1,0,0,1,0,0,0
"54237",54237,"Under Suspicion",2000,111,25000000,6.4,3718,0,0,0,1,0,0,0
"54258",54258,"Under the Tuscan Sun",2003,113,18000000,6.7,4183,0,0,1,1,0,1,0
"54267",54267,"Undercover Brother",2002,85,25000000,6,5138,1,0,1,0,0,0,0
"54313",54313,"Undisputed",2002,96,20000000,5.6,1769,1,0,0,1,0,0,0
"54366",54366,"Unendliche Geschichte, Die",1984,94,27000000,7.2,6742,0,0,0,0,0,0,0
"54371",54371,"Unfaithful",2002,125,50000000,6.6,8713,0,0,0,1,0,0,0
"54433",54433,"Universal Soldier",1992,99,23000000,5.2,5709,1,0,0,0,0,0,0
"54472",54472,"Unsaid, The",2001,108,22000000,6.5,1084,0,0,0,0,0,0,0
"54519",54519,"Untouchables, The",1987,119,25000000,7.9,31587,0,0,0,1,0,0,0
"54551",54551,"Up Close & Personal",1996,124,60000000,5.7,3201,0,0,0,1,0,1,0
"54604",54604,"Upside of Anger, The",2005,118,13200000,7.2,1160,0,0,1,1,0,1,0
"54620",54620,"Urban Legend",1998,99,14000000,5.1,8245,0,0,0,0,0,0,0
"54621",54621,"Urban Legends: Final Cut",2000,97,15000000,3.8,3280,0,0,0,0,0,0,0
"54627",54627,"Urbania",2000,106,225000,6.9,1089,0,0,0,1,0,0,0
"54665",54665,"Usual Suspects, The",1995,106,6000000,8.7,103854,0,0,0,0,0,0,0
"54680",54680,"Utomlyonnye solntsem",1994,132,2800000,7.6,2173,0,0,0,1,0,0,0
"54796",54796,"Valentine",2001,96,10000000,4.2,4779,0,0,0,0,0,0,0
"54817",54817,"Valley Girl",1983,99,350000,5.9,2039,0,0,1,0,0,1,0
"54866",54866,"Vampire in Brooklyn",1995,100,14000000,4.4,2716,0,0,1,0,0,1,0
"54871",54871,"Vampires",1998,106,20000000,5.6,7908,1,0,0,0,0,0,0
"54891",54891,"Van Helsing",2004,132,160000000,5.4,19787,1,0,0,0,0,0,0
"54894",54894,"Van Wilder",2002,94,6000000,5.8,7799,0,0,1,0,0,0,0
"54907",54907,"Vanilla Sky",2001,136,68000000,6.9,31250,0,0,0,1,0,1,0
"54922",54922,"Vanity Fair",2004,141,23000000,6.1,2151,0,0,0,1,0,1,0
"54941",54941,"Varsity Blues",1999,100,16000000,6,7974,0,0,0,1,0,0,0
"54957",54957,"Vatel",2000,125,36000000,6.4,1322,0,0,0,1,0,1,0
"55137",55137,"Veronica Guerin",2003,92,17000000,6.8,2688,0,0,0,1,0,0,0
"55155",55155,"Vertical Limit",2000,124,75000000,5.6,10273,1,0,0,0,0,0,0
"55158",55158,"Vertigo",1958,129,2479000,8.5,33875,0,0,0,1,0,1,0
"55163",55163,"Very Bad Things",1998,100,10000000,5.8,10001,0,0,1,0,0,0,0
"55164",55164,"Very Brady Sequel, A",1996,90,15000000,5.3,2183,0,0,1,0,0,0,0
"55289",55289,"Videodrome",1983,89,5952000,7,4877,0,0,0,0,0,0,0
"55351",55351,"View to a Kill, A",1985,131,30000000,5.9,8478,1,0,0,0,0,0,0
"55378",55378,"Vikings, The",1958,114,5000000,6.9,1417,1,0,0,0,0,0,0
"55401",55401,"Village of the Damned",1960,77,200000,7.3,1434,0,0,0,0,0,0,0
"55402",55402,"Village of the Damned",1995,99,7000000,5.1,2585,0,0,0,0,0,0,0
"55405",55405,"Village, The",2004,108,60000000,6.6,25729,0,0,0,1,0,0,0
"55474",55474,"Violon rouge, Le",1998,140,10000000,7.8,6995,0,0,0,1,0,1,0
"55491",55491,"Virgin Suicides, The",1999,90,6000000,7.2,17524,0,0,0,1,0,0,0
"55516",55516,"Virtuosity",1995,106,30000000,5.3,4183,1,0,0,0,0,0,0
"55622",55622,"Vivre sa vie: Film en douze tableaux",1962,85,64000,7.4,1082,0,0,0,1,0,0,0
"55687",55687,"Volcano",1997,104,90000000,5.2,8627,1,0,0,1,0,0,0
"55878",55878,"Wag the Dog",1997,97,15000000,7,16434,0,0,1,0,0,0,0
"55903",55903,"Wait Until Dark",1967,107,4000000,7.7,3453,0,0,0,1,0,0,0
"55912",55912,"Waiting for Guffman",1996,84,4000000,7.6,7337,0,0,1,0,0,0,0
"55920",55920,"Waiting to Exhale",1995,127,15000000,5.1,1611,0,0,1,1,0,0,0
"55935",55935,"Waking Ned",1998,92,3000000,7.3,7232,0,0,1,0,0,0,0
"55953",55953,"Walk in the Clouds, A",1995,102,20000000,6.2,4085,0,0,0,1,0,1,0
"55958",55958,"Walk on the Moon, A",1999,105,14000000,6.6,1815,0,0,0,1,0,1,0
"55963",55963,"Walk to Remember, A",2002,101,11000000,6.8,7124,0,0,0,1,0,1,0
"55979",55979,"Walking Tall",2004,87,56000000,5.9,4839,1,0,0,1,0,0,0
"55994",55994,"Wall Street",1987,125,15000000,7.2,11269,0,0,0,1,0,0,0
"56081",56081,"War of the Worlds, The",1953,85,2000000,7.2,3502,0,0,0,1,0,0,0
"56083",56083,"WarGames",1983,114,12000000,6.9,11474,0,0,0,1,0,0,0
"56092",56092,"Warlock",1989,90,7000000,5.7,1839,1,0,0,0,0,0,0
"56165",56165,"Watcher, The",2000,97,33000000,5.2,5774,0,0,0,0,0,0,0
"56192",56192,"Waterboy, The",1998,90,23000000,5.5,15539,0,0,1,0,0,0,0
"56212",56212,"Waterworld",1995,176,175000000,5.4,19325,1,0,0,1,0,0,0
"56243",56243,"Way of the Gun, The",2000,120,9000000,6.5,7750,0,0,0,0,0,0,0
"56264",56264,"We Don't Live Here Anymore",2004,101,3000000,6.1,1387,0,0,0,1,0,0,0
"56275",56275,"We Were Soldiers",2002,143,75000000,7.1,14939,1,0,0,1,0,0,0
"56287",56287,"We're No Angels",1955,106,1685000,7.3,1137,0,0,1,0,0,0,0
"56288",56288,"We're No Angels",1989,106,20000000,5.4,2694,0,0,1,0,0,0,0
"56327",56327,"Wedding Planner, The",2001,103,35000000,4.9,7393,0,0,1,0,0,1,0
"56352",56352,"Week End",1967,105,250000,7.2,1064,0,0,0,1,0,0,0
"56379",56379,"Weight of Water, The",2000,113,16000000,6,1742,0,0,0,0,0,0,0
"56405",56405,"Welcome to Collinwood",2002,86,12000000,6.1,2831,0,0,1,0,0,0,0
"56410",56410,"Welcome to Mooseport",2004,117,26000000,5.3,2356,0,0,1,0,0,0,0
"56411",56411,"Welcome to Sarajevo",1997,103,9000000,6.8,1465,0,0,0,1,0,0,0
"56415",56415,"Welcome to the Dollhouse",1995,88,800000,7.4,5851,0,0,1,1,0,0,0
"56445",56445,"Werewolf",1996,99,350000,2,1032,0,0,0,0,0,0,0
"56470",56470,"West Side Story",1961,151,6000000,7.8,12931,0,0,0,1,0,1,0
"56544",56544,"What Dreams May Come",1998,113,85000000,6.3,11706,0,0,0,1,0,1,0
"56546",56546,"What Ever Happened to Baby Jane?",1962,135,980000,7.7,3981,0,0,1,1,0,0,0
"56561",56561,"What Lies Beneath",2000,130,90000000,6.6,20584,0,0,0,1,0,0,0
"56566",56566,"What Planet Are You From?",2000,104,50000000,5.6,2574,0,0,1,0,0,0,0
"56579",56579,"What Women Want",2000,127,65000000,6.4,20138,0,0,1,0,0,1,0
"56584",56584,"What a Girl Wants",2003,105,20000000,5.7,3533,0,0,1,1,0,1,0
"56600",56600,"What's Eating Gilbert Grape",1993,118,11000000,7.6,16345,0,0,1,1,0,0,0
"56618",56618,"What's the Worst That Could Happen?",2001,97,45000000,5,2531,0,0,1,0,0,0,0
"56628",56628,"Whatever It Takes",2000,94,15000000,5.2,1771,0,0,1,1,0,1,0
"56644",56644,"When Harry Met Sally...",1989,96,16000000,7.7,24492,0,0,1,0,0,1,0
"56734",56734,"Where the Heart Is",2000,120,15000000,6.4,5042,0,0,1,1,0,1,0
"56736",56736,"Where the Money Is",2000,89,18000000,6.2,1461,0,0,1,1,0,0,0
"56760",56760,"While You Were Sleeping",1995,103,17000000,6.5,13035,0,0,1,0,0,1,0
"56765",56765,"Whipped",2000,82,3000000,4.4,1562,0,0,1,0,0,1,0
"56848",56848,"White Oleander",2002,109,16000000,6.9,4545,0,0,0,1,0,0,0
"56865",56865,"White Squall",1996,129,38000000,6.4,3445,0,0,0,1,0,0,0
"56893",56893,"Who Framed Roger Rabbit",1988,99,70000000,7.4,21433,0,1,1,0,0,0,0
"56919",56919,"Who's Afraid of Virginia Woolf?",1966,131,7000000,8.1,7060,0,0,0,1,0,0,0
"56944",56944,"Whole Nine Yards, The",2000,98,24000000,6.6,17678,0,0,1,0,0,0,0
"56946",56946,"Whole Ten Yards, The",2004,98,40000000,4.8,4133,0,0,1,0,0,0,0
"56998",56998,"Wicker Park",2004,114,30000000,6.4,3143,0,0,0,1,0,1,0
"57052",57052,"Wild Bunch, The",1969,179,6000000,8.2,10550,1,0,0,0,0,0,0
"57065",57065,"Wild Geese, The",1978,134,10000000,6.4,1072,1,0,0,1,0,0,0
"57114",57114,"Wild Things",1998,115,20000000,6.6,17672,0,0,0,0,0,0,0
"57115",57115,"Wild Thornberrys Movie, The",2002,85,35000000,4.7,4008,0,1,1,0,0,0,0
"57122",57122,"Wild Wild West",1999,107,170000000,4,19078,1,0,1,0,0,0,0
"57136",57136,"Wild at Heart",1990,124,9500000,7,9549,0,0,1,1,0,1,0
"57147",57147,"Wilde",1997,118,10000000,6.9,2545,0,0,0,1,0,0,0
"57176",57176,"Willard",2003,100,22000000,6.2,2913,0,0,1,1,0,0,0
"57188",57188,"Willow",1988,126,35000000,6.8,10529,1,0,1,0,0,0,0
"57191",57191,"Willy Wonka & the Chocolate Factory",1971,100,3000000,7.6,16487,0,0,1,0,0,0,0
"57196",57196,"Wimbledon",2004,98,31000000,6.3,4297,0,0,1,1,0,1,0
"57199",57199,"Win a Date with Tad Hamilton!",2004,95,24000000,5.8,2933,0,0,1,0,0,1,0
"57209",57209,"Wind and the Lion, The",1975,119,4000000,7,1171,1,0,0,0,0,0,0
"57237",57237,"Windtalkers",2002,153,115000000,5.9,9081,1,0,0,1,0,0,0
"57242",57242,"Wing Commander",1999,96,30000000,3.7,4854,1,0,0,0,0,0,0
"57355",57355,"Wishmaster",1997,90,5000000,5,2577,0,0,0,0,0,0,0
"57404",57404,"Without Limits",1998,117,25000000,6.8,1249,0,0,0,1,0,0,0
"57414",57414,"Without a Paddle",2004,95,19000000,5.4,3605,0,0,1,0,0,0,0
"57416",57416,"Witness",1985,112,12000000,7.6,14479,0,0,0,1,0,1,0
"57418",57418,"Witness for the Prosecution",1957,118,3000000,8.3,5112,0,0,0,1,0,0,0
"57435",57435,"Wizard of Oz, The",1939,112,2777000,8.3,38386,0,0,0,0,0,0,0
"57438",57438,"Wizards",1977,80,1200000,6.2,1059,0,1,0,0,0,0,0
"57452",57452,"Wo hu cang long",2000,120,15000000,8.2,52198,1,0,0,0,0,1,0
"57463",57463,"Wolf",1994,125,70000000,5.9,7192,0,0,0,1,0,1,0
"57469",57469,"Wolf Man, The",1941,70,180000,7.4,1582,0,0,0,1,0,0,0
"57528",57528,"Woman on Top",2000,92,8000000,5.3,2094,0,0,1,0,0,1,0
"57564",57564,"Wonder Boys",2000,111,35000000,7.6,15668,0,0,1,1,0,0,0
"57594",57594,"Wood, The",1999,102,6000000,6.2,1170,0,0,1,1,0,1,0
"57601",57601,"Woodstock",1970,216,600000,7.6,2540,0,0,0,0,1,0,0
"57642",57642,"World Is Not Enough, The",1999,128,135000000,6.3,24205,1,0,0,0,0,0,0
"57690",57690,"Wraith, The",1986,93,2700000,4.9,1291,1,0,0,0,0,1,0
"57711",57711,"Wrong Man, The",1956,105,1200000,7.3,1842,0,0,0,1,0,0,0
"57747",57747,"Wyatt Earp",1994,212,63000000,6.1,5248,0,0,0,0,0,0,0
"57763",57763,"X Files, The",1998,121,66000000,6.7,18314,1,0,0,0,0,0,0
"57769",57769,"X-Men",2000,104,75000000,7.3,45332,1,0,0,0,0,0,0
"57771",57771,"X2",2003,133,110000000,7.9,38191,1,0,0,0,0,0,0
"57780",57780,"Xanadu",1980,93,20000000,4.4,2201,0,0,0,0,0,1,0
"57916",57916,"Yards, The",2000,115,20000000,6.3,3386,0,0,0,1,0,0,0
"57994",57994,"Yentl",1983,132,12000000,5.7,2030,0,0,1,1,0,1,0
"58060",58060,"Ying xiong",2002,93,30000000,8.1,24128,1,0,0,1,0,0,0
"58112",58112,"You Can Count on Me",2000,111,1200000,7.8,7630,0,0,0,1,0,0,0
"58126",58126,"You Can't Take It with You",1938,126,1644736,7.8,2407,0,0,1,0,0,1,0
"58130",58130,"You Got Served",2004,95,8000000,1.9,6041,0,0,0,1,0,0,0
"58142",58142,"You Only Live Twice",1967,117,9500000,6.8,8252,1,0,0,0,0,0,0
"58184",58184,"You've Got Mail",1998,119,65000000,6.2,20053,0,0,1,0,0,1,0
"58217",58217,"Young Frankenstein",1974,106,2800000,8,22281,0,0,1,0,0,0,0
"58222",58222,"Young Guns",1988,102,13000000,6.4,8104,1,0,0,1,0,0,0
"58252",58252,"Young Sherlock Holmes",1985,109,18000000,6.4,3001,0,0,0,0,0,0,0
"58281",58281,"Your Friends & Neighbors",1998,100,5000000,6.4,2659,0,0,1,1,0,0,0
"58328",58328,"Yume",1990,119,12000000,7.5,2735,0,0,0,1,0,0,0
"58373",58373,"Zabriskie Point",1970,95,7000000,6.4,1377,0,0,0,1,0,0,0
"58420",58420,"Zardoz",1974,105,1000000,5.4,2862,0,0,0,0,0,0,0
"58502",58502,"Zero Effect",1998,116,5000000,7,4820,0,0,1,0,0,0,0
"58690",58690,"Zoolander",2001,89,28000000,6.1,18277,0,0,1,0,0,0,0
"58787",58787,"xXx",2002,132,85000000,5.5,18514,1,0,0,0,0,0,0
"58788",58788,"xXx: State of the Union",2005,101,87000000,3.9,1584,1,0,0,0,0,0,0
